,"('Rome', 'Beijing', 'Paris')","('Barcelona', 'Berlin', 'Los Angeles')"
,"('Rome', 'Beijing', 'Montreal')","('Barcelona', 'Berlin', 'Seoul')"
,"('Rome', 'Beijing', 'Tokyo')","('Barcelona', 'Berlin', 'Helsinki')"
,"('Rome', 'Beijing', 'Melbourne')","('Barcelona', 'Berlin', 'Mexico City')"
,"('Rome', 'Beijing', 'Atlanta')","('Barcelona', 'Athens', 'Antwerp')"
,"('Rome', 'Beijing', 'Moscow')","('Barcelona', 'Athens', 'St. Louis')"
,"('Rome', 'Beijing', 'Barcelona')","('Barcelona', 'Athens', 'Sydney')"
,"('Rome', 'Beijing', 'Berlin')","('Barcelona', 'Athens', 'Rio')"
,"('Rome', 'Beijing', 'Athens')","('Barcelona', 'Athens', 'Munich')"
,"('Rome', 'Beijing', 'Antwerp')","('Barcelona', 'Athens', 'Los Angeles')"
,"('Rome', 'Beijing', 'St. Louis')","('Barcelona', 'Athens', 'Seoul')"
,"('Rome', 'Beijing', 'Sydney')","('Barcelona', 'Athens', 'Helsinki')"
,"('Rome', 'Beijing', 'Rio')","('Barcelona', 'Athens', 'Mexico City')"
,"('Rome', 'Beijing', 'Munich')","('Barcelona', 'Antwerp', 'St. Louis')"
,"('Rome', 'Beijing', 'Los Angeles')","('Barcelona', 'Antwerp', 'Sydney')"
,"('Rome', 'Beijing', 'Seoul')","('Barcelona', 'Antwerp', 'Rio')"
,"('Rome', 'Beijing', 'Helsinki')","('Barcelona', 'Antwerp', 'Munich')"
,"('Rome', 'Beijing', 'Mexico City')","('Barcelona', 'Antwerp', 'Los Angeles')"
,"('Rome', 'Moscow', 'London')","('Barcelona', 'Antwerp', 'Seoul')"
,"('Rome', 'Moscow', 'Stockholm')","('Barcelona', 'Antwerp', 'Helsinki')"
,"('Rome', 'Moscow', 'Amsterdam')","('Barcelona', 'Antwerp', 'Mexico City')"
,"('Rome', 'Moscow', 'Paris')","('Barcelona', 'St. Louis', 'Sydney')"
,"('Rome', 'Moscow', 'Montreal')","('Barcelona', 'St. Louis', 'Rio')"
,"('Rome', 'Moscow', 'Tokyo')","('Barcelona', 'St. Louis', 'Munich')"
,"('Rome', 'Moscow', 'Melbourne')","('Barcelona', 'St. Louis', 'Los Angeles')"
,"('Rome', 'Moscow', 'Atlanta')","('Barcelona', 'St. Louis', 'Seoul')"
,"('Rome', 'Moscow', 'Beijing')","('Barcelona', 'St. Louis', 'Helsinki')"
,"('Rome', 'Moscow', 'Barcelona')","('Barcelona', 'St. Louis', 'Mexico City')"
,"('Rome', 'Moscow', 'Berlin')","('Barcelona', 'Sydney', 'Rio')"
,"('Rome', 'Moscow', 'Athens')","('Barcelona', 'Sydney', 'Munich')"
,"('Rome', 'Moscow', 'Antwerp')","('Barcelona', 'Sydney', 'Los Angeles')"
,"('Rome', 'Moscow', 'St. Louis')","('Barcelona', 'Sydney', 'Seoul')"
,"('Rome', 'Moscow', 'Sydney')","('Barcelona', 'Sydney', 'Helsinki')"
,"('Rome', 'Moscow', 'Rio')","('Barcelona', 'Sydney', 'Mexico City')"
,"('Rome', 'Moscow', 'Munich')","('Barcelona', 'Rio', 'Munich')"
,"('Rome', 'Moscow', 'Los Angeles')","('Barcelona', 'Rio', 'Los Angeles')"
,"('Rome', 'Moscow', 'Seoul')","('Barcelona', 'Rio', 'Seoul')"
,"('Rome', 'Moscow', 'Helsinki')","('Barcelona', 'Rio', 'Helsinki')"
,"('Rome', 'Moscow', 'Mexico City')","('Barcelona', 'Rio', 'Mexico City')"
,"('Rome', 'Barcelona', 'London')","('Barcelona', 'Munich', 'Los Angeles')"
,"('Rome', 'Barcelona', 'Stockholm')","('Barcelona', 'Munich', 'Seoul')"
,"('Rome', 'Barcelona', 'Amsterdam')","('Barcelona', 'Munich', 'Helsinki')"
,"('Rome', 'Barcelona', 'Paris')","('Barcelona', 'Munich', 'Mexico City')"
,"('Rome', 'Barcelona', 'Montreal')","('Barcelona', 'Los Angeles', 'Seoul')"
,"('Rome', 'Barcelona', 'Tokyo')","('Barcelona', 'Los Angeles', 'Helsinki')"
,"('Rome', 'Barcelona', 'Melbourne')","('Barcelona', 'Los Angeles', 'Mexico City')"
,"('Rome', 'Barcelona', 'Atlanta')","('Barcelona', 'Seoul', 'Helsinki')"
,"('Rome', 'Barcelona', 'Beijing')","('Barcelona', 'Seoul', 'Mexico City')"
,"('Rome', 'Barcelona', 'Moscow')","('Barcelona', 'Helsinki', 'Mexico City')"
,"('Rome', 'Barcelona', 'Berlin')","('Berlin', 'Athens', 'Antwerp')"
,"('Rome', 'Barcelona', 'Athens')","('Berlin', 'Athens', 'St. Louis')"
,"('Rome', 'Barcelona', 'Antwerp')","('Berlin', 'Athens', 'Sydney')"
,"('Rome', 'Barcelona', 'St. Louis')","('Berlin', 'Athens', 'Rio')"
,"('Rome', 'Barcelona', 'Sydney')","('Berlin', 'Athens', 'Munich')"
,"('Rome', 'Barcelona', 'Rio')","('Berlin', 'Athens', 'Los Angeles')"
,"('Rome', 'Barcelona', 'Munich')","('Berlin', 'Athens', 'Seoul')"
,"('Rome', 'Barcelona', 'Los Angeles')","('Berlin', 'Athens', 'Helsinki')"
,"('Rome', 'Barcelona', 'Seoul')","('Berlin', 'Athens', 'Mexico City')"
,"('Rome', 'Barcelona', 'Helsinki')","('Berlin', 'Antwerp', 'St. Louis')"
,"('Rome', 'Barcelona', 'Mexico City')","('Berlin', 'Antwerp', 'Sydney')"
,"('Rome', 'Berlin', 'London')","('Berlin', 'Antwerp', 'Rio')"
,"('Rome', 'Berlin', 'Stockholm')","('Berlin', 'Antwerp', 'Munich')"
,"('Rome', 'Berlin', 'Amsterdam')","('Berlin', 'Antwerp', 'Los Angeles')"
,"('Rome', 'Berlin', 'Paris')","('Berlin', 'Antwerp', 'Seoul')"
,"('Rome', 'Berlin', 'Montreal')","('Berlin', 'Antwerp', 'Helsinki')"
,"('Rome', 'Berlin', 'Tokyo')","('Berlin', 'Antwerp', 'Mexico City')"
,"('Rome', 'Berlin', 'Melbourne')","('Berlin', 'St. Louis', 'Sydney')"
,"('Rome', 'Berlin', 'Atlanta')","('Berlin', 'St. Louis', 'Rio')"
,"('Rome', 'Berlin', 'Beijing')","('Berlin', 'St. Louis', 'Munich')"
,"('Rome', 'Berlin', 'Moscow')","('Berlin', 'St. Louis', 'Los Angeles')"
,"('Rome', 'Berlin', 'Barcelona')","('Berlin', 'St. Louis', 'Seoul')"
,"('Rome', 'Berlin', 'Athens')","('Berlin', 'St. Louis', 'Helsinki')"
,"('Rome', 'Berlin', 'Antwerp')","('Berlin', 'St. Louis', 'Mexico City')"
,"('Rome', 'Berlin', 'St. Louis')","('Berlin', 'Sydney', 'Rio')"
,"('Rome', 'Berlin', 'Sydney')","('Berlin', 'Sydney', 'Munich')"
,"('Rome', 'Berlin', 'Rio')","('Berlin', 'Sydney', 'Los Angeles')"
,"('Rome', 'Berlin', 'Munich')","('Berlin', 'Sydney', 'Seoul')"
,"('Rome', 'Berlin', 'Los Angeles')","('Berlin', 'Sydney', 'Helsinki')"
,"('Rome', 'Berlin', 'Seoul')","('Berlin', 'Sydney', 'Mexico City')"
,"('Rome', 'Berlin', 'Helsinki')","('Berlin', 'Rio', 'Munich')"
,"('Rome', 'Berlin', 'Mexico City')","('Berlin', 'Rio', 'Los Angeles')"
,"('Rome', 'Athens', 'London')","('Berlin', 'Rio', 'Seoul')"
,"('Rome', 'Athens', 'Stockholm')","('Berlin', 'Rio', 'Helsinki')"
,"('Rome', 'Athens', 'Amsterdam')","('Berlin', 'Rio', 'Mexico City')"
,"('Rome', 'Athens', 'Paris')","('Berlin', 'Munich', 'Los Angeles')"
,"('Rome', 'Athens', 'Montreal')","('Berlin', 'Munich', 'Seoul')"
,"('Rome', 'Athens', 'Tokyo')","('Berlin', 'Munich', 'Helsinki')"
,"('Rome', 'Athens', 'Melbourne')","('Berlin', 'Munich', 'Mexico City')"
,"('Rome', 'Athens', 'Atlanta')","('Berlin', 'Los Angeles', 'Seoul')"
,"('Rome', 'Athens', 'Beijing')","('Berlin', 'Los Angeles', 'Helsinki')"
,"('Rome', 'Athens', 'Moscow')","('Berlin', 'Los Angeles', 'Mexico City')"
,"('Rome', 'Athens', 'Barcelona')","('Berlin', 'Seoul', 'Helsinki')"
,"('Rome', 'Athens', 'Berlin')","('Berlin', 'Seoul', 'Mexico City')"
,"('Rome', 'Athens', 'Antwerp')","('Berlin', 'Helsinki', 'Mexico City')"
,"('Rome', 'Athens', 'St. Louis')","('Athens', 'Antwerp', 'St. Louis')"
,"('Rome', 'Athens', 'Sydney')","('Athens', 'Antwerp', 'Sydney')"
,"('Rome', 'Athens', 'Rio')","('Athens', 'Antwerp', 'Rio')"
,"('Rome', 'Athens', 'Munich')","('Athens', 'Antwerp', 'Munich')"
,"('Rome', 'Athens', 'Los Angeles')","('Athens', 'Antwerp', 'Los Angeles')"
,"('Rome', 'Athens', 'Seoul')","('Athens', 'Antwerp', 'Seoul')"
,"('Rome', 'Athens', 'Helsinki')","('Athens', 'Antwerp', 'Helsinki')"
,"('Rome', 'Athens', 'Mexico City')","('Athens', 'Antwerp', 'Mexico City')"
,"('Rome', 'Antwerp', 'London')","('Athens', 'St. Louis', 'Sydney')"
,"('Rome', 'Antwerp', 'Stockholm')","('Athens', 'St. Louis', 'Rio')"
,"('Rome', 'Antwerp', 'Amsterdam')","('Athens', 'St. Louis', 'Munich')"
,"('Rome', 'Antwerp', 'Paris')","('Athens', 'St. Louis', 'Los Angeles')"
,"('Rome', 'Antwerp', 'Montreal')","('Athens', 'St. Louis', 'Seoul')"
,"('Rome', 'Antwerp', 'Tokyo')","('Athens', 'St. Louis', 'Helsinki')"
,"('Rome', 'Antwerp', 'Melbourne')","('Athens', 'St. Louis', 'Mexico City')"
,"('Rome', 'Antwerp', 'Atlanta')","('Athens', 'Sydney', 'Rio')"
,"('Rome', 'Antwerp', 'Beijing')","('Athens', 'Sydney', 'Munich')"
,"('Rome', 'Antwerp', 'Moscow')","('Athens', 'Sydney', 'Los Angeles')"
,"('Rome', 'Antwerp', 'Barcelona')","('Athens', 'Sydney', 'Seoul')"
,"('Rome', 'Antwerp', 'Berlin')","('Athens', 'Sydney', 'Helsinki')"
,"('Rome', 'Antwerp', 'Athens')","('Athens', 'Sydney', 'Mexico City')"
,"('Rome', 'Antwerp', 'St. Louis')","('Athens', 'Rio', 'Munich')"
,"('Rome', 'Antwerp', 'Sydney')","('Athens', 'Rio', 'Los Angeles')"
,"('Rome', 'Antwerp', 'Rio')","('Athens', 'Rio', 'Seoul')"
,"('Rome', 'Antwerp', 'Munich')","('Athens', 'Rio', 'Helsinki')"
,"('Rome', 'Antwerp', 'Los Angeles')","('Athens', 'Rio', 'Mexico City')"
,"('Rome', 'Antwerp', 'Seoul')","('Athens', 'Munich', 'Los Angeles')"
,"('Rome', 'Antwerp', 'Helsinki')","('Athens', 'Munich', 'Seoul')"
,"('Rome', 'Antwerp', 'Mexico City')","('Athens', 'Munich', 'Helsinki')"
,"('Rome', 'St. Louis', 'London')","('Athens', 'Munich', 'Mexico City')"
,"('Rome', 'St. Louis', 'Stockholm')","('Athens', 'Los Angeles', 'Seoul')"
,"('Rome', 'St. Louis', 'Amsterdam')","('Athens', 'Los Angeles', 'Helsinki')"
,"('Rome', 'St. Louis', 'Paris')","('Athens', 'Los Angeles', 'Mexico City')"
,"('Rome', 'St. Louis', 'Montreal')","('Athens', 'Seoul', 'Helsinki')"
,"('Rome', 'St. Louis', 'Tokyo')","('Athens', 'Seoul', 'Mexico City')"
,"('Rome', 'St. Louis', 'Melbourne')","('Athens', 'Helsinki', 'Mexico City')"
,"('Rome', 'St. Louis', 'Atlanta')","('Antwerp', 'St. Louis', 'Sydney')"
,"('Rome', 'St. Louis', 'Beijing')","('Antwerp', 'St. Louis', 'Rio')"
,"('Rome', 'St. Louis', 'Moscow')","('Antwerp', 'St. Louis', 'Munich')"
,"('Rome', 'St. Louis', 'Barcelona')","('Antwerp', 'St. Louis', 'Los Angeles')"
,"('Rome', 'St. Louis', 'Berlin')","('Antwerp', 'St. Louis', 'Seoul')"
,"('Rome', 'St. Louis', 'Athens')","('Antwerp', 'St. Louis', 'Helsinki')"
,"('Rome', 'St. Louis', 'Antwerp')","('Antwerp', 'St. Louis', 'Mexico City')"
,"('Rome', 'St. Louis', 'Sydney')","('Antwerp', 'Sydney', 'Rio')"
,"('Rome', 'St. Louis', 'Rio')","('Antwerp', 'Sydney', 'Munich')"
,"('Rome', 'St. Louis', 'Munich')","('Antwerp', 'Sydney', 'Los Angeles')"
,"('Rome', 'St. Louis', 'Los Angeles')","('Antwerp', 'Sydney', 'Seoul')"
,"('Rome', 'St. Louis', 'Seoul')","('Antwerp', 'Sydney', 'Helsinki')"
,"('Rome', 'St. Louis', 'Helsinki')","('Antwerp', 'Sydney', 'Mexico City')"
,"('Rome', 'St. Louis', 'Mexico City')","('Antwerp', 'Rio', 'Munich')"
,"('Rome', 'Sydney', 'London')","('Antwerp', 'Rio', 'Los Angeles')"
,"('Rome', 'Sydney', 'Stockholm')","('Antwerp', 'Rio', 'Seoul')"
,"('Rome', 'Sydney', 'Amsterdam')","('Antwerp', 'Rio', 'Helsinki')"
,"('Rome', 'Sydney', 'Paris')","('Antwerp', 'Rio', 'Mexico City')"
,"('Rome', 'Sydney', 'Montreal')","('Antwerp', 'Munich', 'Los Angeles')"
,"('Rome', 'Sydney', 'Tokyo')","('Antwerp', 'Munich', 'Seoul')"
,"('Rome', 'Sydney', 'Melbourne')","('Antwerp', 'Munich', 'Helsinki')"
,"('Rome', 'Sydney', 'Atlanta')","('Antwerp', 'Munich', 'Mexico City')"
,"('Rome', 'Sydney', 'Beijing')","('Antwerp', 'Los Angeles', 'Seoul')"
,"('Rome', 'Sydney', 'Moscow')","('Antwerp', 'Los Angeles', 'Helsinki')"
,"('Rome', 'Sydney', 'Barcelona')","('Antwerp', 'Los Angeles', 'Mexico City')"
,"('Rome', 'Sydney', 'Berlin')","('Antwerp', 'Seoul', 'Helsinki')"
,"('Rome', 'Sydney', 'Athens')","('Antwerp', 'Seoul', 'Mexico City')"
,"('Rome', 'Sydney', 'Antwerp')","('Antwerp', 'Helsinki', 'Mexico City')"
,"('Rome', 'Sydney', 'St. Louis')","('St. Louis', 'Sydney', 'Rio')"
,"('Rome', 'Sydney', 'Rio')","('St. Louis', 'Sydney', 'Munich')"
,"('Rome', 'Sydney', 'Munich')","('St. Louis', 'Sydney', 'Los Angeles')"
,"('Rome', 'Sydney', 'Los Angeles')","('St. Louis', 'Sydney', 'Seoul')"
,"('Rome', 'Sydney', 'Seoul')","('St. Louis', 'Sydney', 'Helsinki')"
,"('Rome', 'Sydney', 'Helsinki')","('St. Louis', 'Sydney', 'Mexico City')"
,"('Rome', 'Sydney', 'Mexico City')","('St. Louis', 'Rio', 'Munich')"
,"('Rome', 'Rio', 'London')","('St. Louis', 'Rio', 'Los Angeles')"
,"('Rome', 'Rio', 'Stockholm')","('St. Louis', 'Rio', 'Seoul')"
,"('Rome', 'Rio', 'Amsterdam')","('St. Louis', 'Rio', 'Helsinki')"
,"('Rome', 'Rio', 'Paris')","('St. Louis', 'Rio', 'Mexico City')"
,"('Rome', 'Rio', 'Montreal')","('St. Louis', 'Munich', 'Los Angeles')"
,"('Rome', 'Rio', 'Tokyo')","('St. Louis', 'Munich', 'Seoul')"
,"('Rome', 'Rio', 'Melbourne')","('St. Louis', 'Munich', 'Helsinki')"
,"('Rome', 'Rio', 'Atlanta')","('St. Louis', 'Munich', 'Mexico City')"
,"('Rome', 'Rio', 'Beijing')","('St. Louis', 'Los Angeles', 'Seoul')"
,"('Rome', 'Rio', 'Moscow')","('St. Louis', 'Los Angeles', 'Helsinki')"
,"('Rome', 'Rio', 'Barcelona')","('St. Louis', 'Los Angeles', 'Mexico City')"
,"('Rome', 'Rio', 'Berlin')","('St. Louis', 'Seoul', 'Helsinki')"
,"('Rome', 'Rio', 'Athens')","('St. Louis', 'Seoul', 'Mexico City')"
,"('Rome', 'Rio', 'Antwerp')","('St. Louis', 'Helsinki', 'Mexico City')"
,"('Rome', 'Rio', 'St. Louis')","('Sydney', 'Rio', 'Munich')"
,"('Rome', 'Rio', 'Sydney')","('Sydney', 'Rio', 'Los Angeles')"
,"('Rome', 'Rio', 'Munich')","('Sydney', 'Rio', 'Seoul')"
,"('Rome', 'Rio', 'Los Angeles')","('Sydney', 'Rio', 'Helsinki')"
,"('Rome', 'Rio', 'Seoul')","('Sydney', 'Rio', 'Mexico City')"
,"('Rome', 'Rio', 'Helsinki')","('Sydney', 'Munich', 'Los Angeles')"
,"('Rome', 'Rio', 'Mexico City')","('Sydney', 'Munich', 'Seoul')"
,"('Rome', 'Munich', 'London')","('Sydney', 'Munich', 'Helsinki')"
,"('Rome', 'Munich', 'Stockholm')","('Sydney', 'Munich', 'Mexico City')"
,"('Rome', 'Munich', 'Amsterdam')","('Sydney', 'Los Angeles', 'Seoul')"
,"('Rome', 'Munich', 'Paris')","('Sydney', 'Los Angeles', 'Helsinki')"
,"('Rome', 'Munich', 'Montreal')","('Sydney', 'Los Angeles', 'Mexico City')"
,"('Rome', 'Munich', 'Tokyo')","('Sydney', 'Seoul', 'Helsinki')"
,"('Rome', 'Munich', 'Melbourne')","('Sydney', 'Seoul', 'Mexico City')"
,"('Rome', 'Munich', 'Atlanta')","('Sydney', 'Helsinki', 'Mexico City')"
,"('Rome', 'Munich', 'Beijing')","('Rio', 'Munich', 'Los Angeles')"
,"('Rome', 'Munich', 'Moscow')","('Rio', 'Munich', 'Seoul')"
,"('Rome', 'Munich', 'Barcelona')","('Rio', 'Munich', 'Helsinki')"
,"('Rome', 'Munich', 'Berlin')","('Rio', 'Munich', 'Mexico City')"
,"('Rome', 'Munich', 'Athens')","('Rio', 'Los Angeles', 'Seoul')"
,"('Rome', 'Munich', 'Antwerp')","('Rio', 'Los Angeles', 'Helsinki')"
,"('Rome', 'Munich', 'St. Louis')","('Rio', 'Los Angeles', 'Mexico City')"
,"('Rome', 'Munich', 'Sydney')","('Rio', 'Seoul', 'Helsinki')"
,"('Rome', 'Munich', 'Rio')","('Rio', 'Seoul', 'Mexico City')"
,"('Rome', 'Munich', 'Los Angeles')","('Rio', 'Helsinki', 'Mexico City')"
,"('Rome', 'Munich', 'Seoul')","('Munich', 'Los Angeles', 'Seoul')"
,"('Rome', 'Munich', 'Helsinki')","('Munich', 'Los Angeles', 'Helsinki')"
,"('Rome', 'Munich', 'Mexico City')","('Munich', 'Los Angeles', 'Mexico City')"
,"('Rome', 'Los Angeles', 'London')","('Munich', 'Seoul', 'Helsinki')"
,"('Rome', 'Los Angeles', 'Stockholm')","('Munich', 'Seoul', 'Mexico City')"
,"('Rome', 'Los Angeles', 'Amsterdam')","('Munich', 'Helsinki', 'Mexico City')"
,"('Rome', 'Los Angeles', 'Paris')","('Los Angeles', 'Seoul', 'Helsinki')"
,"('Rome', 'Los Angeles', 'Montreal')","('Los Angeles', 'Seoul', 'Mexico City')"
,"('Rome', 'Los Angeles', 'Tokyo')","('Los Angeles', 'Helsinki', 'Mexico City')"
,"('Rome', 'Los Angeles', 'Melbourne')","('Seoul', 'Helsinki', 'Mexico City')"
,"('Rome', 'Los Angeles', 'Atlanta')",
,"('Rome', 'Los Angeles', 'Beijing')",
,"('Rome', 'Los Angeles', 'Moscow')",
,"('Rome', 'Los Angeles', 'Barcelona')",
,"('Rome', 'Los Angeles', 'Berlin')",
,"('Rome', 'Los Angeles', 'Athens')",
,"('Rome', 'Los Angeles', 'Antwerp')",
,"('Rome', 'Los Angeles', 'St. Louis')",
,"('Rome', 'Los Angeles', 'Sydney')",
,"('Rome', 'Los Angeles', 'Rio')",
,"('Rome', 'Los Angeles', 'Munich')",
,"('Rome', 'Los Angeles', 'Seoul')",
,"('Rome', 'Los Angeles', 'Helsinki')",
,"('Rome', 'Los Angeles', 'Mexico City')",
,"('Rome', 'Seoul', 'London')",
,"('Rome', 'Seoul', 'Stockholm')",
,"('Rome', 'Seoul', 'Amsterdam')",
,"('Rome', 'Seoul', 'Paris')",
,"('Rome', 'Seoul', 'Montreal')",
,"('Rome', 'Seoul', 'Tokyo')",
,"('Rome', 'Seoul', 'Melbourne')",
,"('Rome', 'Seoul', 'Atlanta')",
,"('Rome', 'Seoul', 'Beijing')",
,"('Rome', 'Seoul', 'Moscow')",
,"('Rome', 'Seoul', 'Barcelona')",
,"('Rome', 'Seoul', 'Berlin')",
,"('Rome', 'Seoul', 'Athens')",
,"('Rome', 'Seoul', 'Antwerp')",
,"('Rome', 'Seoul', 'St. Louis')",
,"('Rome', 'Seoul', 'Sydney')",
,"('Rome', 'Seoul', 'Rio')",
,"('Rome', 'Seoul', 'Munich')",
,"('Rome', 'Seoul', 'Los Angeles')",
,"('Rome', 'Seoul', 'Helsinki')",
,"('Rome', 'Seoul', 'Mexico City')",
,"('Rome', 'Helsinki', 'London')",
,"('Rome', 'Helsinki', 'Stockholm')",
,"('Rome', 'Helsinki', 'Amsterdam')",
,"('Rome', 'Helsinki', 'Paris')",
,"('Rome', 'Helsinki', 'Montreal')",
,"('Rome', 'Helsinki', 'Tokyo')",
,"('Rome', 'Helsinki', 'Melbourne')",
,"('Rome', 'Helsinki', 'Atlanta')",
,"('Rome', 'Helsinki', 'Beijing')",
,"('Rome', 'Helsinki', 'Moscow')",
,"('Rome', 'Helsinki', 'Barcelona')",
,"('Rome', 'Helsinki', 'Berlin')",
,"('Rome', 'Helsinki', 'Athens')",
,"('Rome', 'Helsinki', 'Antwerp')",
,"('Rome', 'Helsinki', 'St. Louis')",
,"('Rome', 'Helsinki', 'Sydney')",
,"('Rome', 'Helsinki', 'Rio')",
,"('Rome', 'Helsinki', 'Munich')",
,"('Rome', 'Helsinki', 'Los Angeles')",
,"('Rome', 'Helsinki', 'Seoul')",
,"('Rome', 'Helsinki', 'Mexico City')",
,"('Rome', 'Mexico City', 'London')",
,"('Rome', 'Mexico City', 'Stockholm')",
,"('Rome', 'Mexico City', 'Amsterdam')",
,"('Rome', 'Mexico City', 'Paris')",
,"('Rome', 'Mexico City', 'Montreal')",
,"('Rome', 'Mexico City', 'Tokyo')",
,"('Rome', 'Mexico City', 'Melbourne')",
,"('Rome', 'Mexico City', 'Atlanta')",
,"('Rome', 'Mexico City', 'Beijing')",
,"('Rome', 'Mexico City', 'Moscow')",
,"('Rome', 'Mexico City', 'Barcelona')",
,"('Rome', 'Mexico City', 'Berlin')",
,"('Rome', 'Mexico City', 'Athens')",
,"('Rome', 'Mexico City', 'Antwerp')",
,"('Rome', 'Mexico City', 'St. Louis')",
,"('Rome', 'Mexico City', 'Sydney')",
,"('Rome', 'Mexico City', 'Rio')",
,"('Rome', 'Mexico City', 'Munich')",
,"('Rome', 'Mexico City', 'Los Angeles')",
,"('Rome', 'Mexico City', 'Seoul')",
,"('Rome', 'Mexico City', 'Helsinki')",
,"('Paris', 'London', 'Stockholm')",
,"('Paris', 'London', 'Amsterdam')",
,"('Paris', 'London', 'Rome')",
,"('Paris', 'London', 'Montreal')",
,"('Paris', 'London', 'Tokyo')",
,"('Paris', 'London', 'Melbourne')",
,"('Paris', 'London', 'Atlanta')",
,"('Paris', 'London', 'Beijing')",
,"('Paris', 'London', 'Moscow')",
,"('Paris', 'London', 'Barcelona')",
,"('Paris', 'London', 'Berlin')",
,"('Paris', 'London', 'Athens')",
,"('Paris', 'London', 'Antwerp')",
,"('Paris', 'London', 'St. Louis')",
,"('Paris', 'London', 'Sydney')",
,"('Paris', 'London', 'Rio')",
,"('Paris', 'London', 'Munich')",
,"('Paris', 'London', 'Los Angeles')",
,"('Paris', 'London', 'Seoul')",
,"('Paris', 'London', 'Helsinki')",
,"('Paris', 'London', 'Mexico City')",
,"('Paris', 'Stockholm', 'London')",
,"('Paris', 'Stockholm', 'Amsterdam')",
,"('Paris', 'Stockholm', 'Rome')",
,"('Paris', 'Stockholm', 'Montreal')",
,"('Paris', 'Stockholm', 'Tokyo')",
,"('Paris', 'Stockholm', 'Melbourne')",
,"('Paris', 'Stockholm', 'Atlanta')",
,"('Paris', 'Stockholm', 'Beijing')",
,"('Paris', 'Stockholm', 'Moscow')",
,"('Paris', 'Stockholm', 'Barcelona')",
,"('Paris', 'Stockholm', 'Berlin')",
,"('Paris', 'Stockholm', 'Athens')",
,"('Paris', 'Stockholm', 'Antwerp')",
,"('Paris', 'Stockholm', 'St. Louis')",
,"('Paris', 'Stockholm', 'Sydney')",
,"('Paris', 'Stockholm', 'Rio')",
,"('Paris', 'Stockholm', 'Munich')",
,"('Paris', 'Stockholm', 'Los Angeles')",
,"('Paris', 'Stockholm', 'Seoul')",
,"('Paris', 'Stockholm', 'Helsinki')",
,"('Paris', 'Stockholm', 'Mexico City')",
,"('Paris', 'Amsterdam', 'London')",
,"('Paris', 'Amsterdam', 'Stockholm')",
,"('Paris', 'Amsterdam', 'Rome')",
,"('Paris', 'Amsterdam', 'Montreal')",
,"('Paris', 'Amsterdam', 'Tokyo')",
,"('Paris', 'Amsterdam', 'Melbourne')",
,"('Paris', 'Amsterdam', 'Atlanta')",
,"('Paris', 'Amsterdam', 'Beijing')",
,"('Paris', 'Amsterdam', 'Moscow')",
,"('Paris', 'Amsterdam', 'Barcelona')",
,"('Paris', 'Amsterdam', 'Berlin')",
,"('Paris', 'Amsterdam', 'Athens')",
,"('Paris', 'Amsterdam', 'Antwerp')",
,"('Paris', 'Amsterdam', 'St. Louis')",
,"('Paris', 'Amsterdam', 'Sydney')",
,"('Paris', 'Amsterdam', 'Rio')",
,"('Paris', 'Amsterdam', 'Munich')",
,"('Paris', 'Amsterdam', 'Los Angeles')",
,"('Paris', 'Amsterdam', 'Seoul')",
,"('Paris', 'Amsterdam', 'Helsinki')",
,"('Paris', 'Amsterdam', 'Mexico City')",
,"('Paris', 'Rome', 'London')",
,"('Paris', 'Rome', 'Stockholm')",
,"('Paris', 'Rome', 'Amsterdam')",
,"('Paris', 'Rome', 'Montreal')",
,"('Paris', 'Rome', 'Tokyo')",
,"('Paris', 'Rome', 'Melbourne')",
,"('Paris', 'Rome', 'Atlanta')",
,"('Paris', 'Rome', 'Beijing')",
,"('Paris', 'Rome', 'Moscow')",
,"('Paris', 'Rome', 'Barcelona')",
,"('Paris', 'Rome', 'Berlin')",
,"('Paris', 'Rome', 'Athens')",
,"('Paris', 'Rome', 'Antwerp')",
,"('Paris', 'Rome', 'St. Louis')",
,"('Paris', 'Rome', 'Sydney')",
,"('Paris', 'Rome', 'Rio')",
,"('Paris', 'Rome', 'Munich')",
,"('Paris', 'Rome', 'Los Angeles')",
,"('Paris', 'Rome', 'Seoul')",
,"('Paris', 'Rome', 'Helsinki')",
,"('Paris', 'Rome', 'Mexico City')",
,"('Paris', 'Montreal', 'London')",
,"('Paris', 'Montreal', 'Stockholm')",
,"('Paris', 'Montreal', 'Amsterdam')",
,"('Paris', 'Montreal', 'Rome')",
,"('Paris', 'Montreal', 'Tokyo')",
,"('Paris', 'Montreal', 'Melbourne')",
,"('Paris', 'Montreal', 'Atlanta')",
,"('Paris', 'Montreal', 'Beijing')",
,"('Paris', 'Montreal', 'Moscow')",
,"('Paris', 'Montreal', 'Barcelona')",
,"('Paris', 'Montreal', 'Berlin')",
,"('Paris', 'Montreal', 'Athens')",
,"('Paris', 'Montreal', 'Antwerp')",
,"('Paris', 'Montreal', 'St. Louis')",
,"('Paris', 'Montreal', 'Sydney')",
,"('Paris', 'Montreal', 'Rio')",
,"('Paris', 'Montreal', 'Munich')",
,"('Paris', 'Montreal', 'Los Angeles')",
,"('Paris', 'Montreal', 'Seoul')",
,"('Paris', 'Montreal', 'Helsinki')",
,"('Paris', 'Montreal', 'Mexico City')",
